Player ID,Game Session ID,Score,Items Collected,Enemies Defeated,Timestamp
415-13-6449,841-28-8196,12,19,15,2023-09-23 19:14:50
,164-37-6879,9,22,49,2023-09-26 21:33:07
445-48-2879,409-52-9429,63,15,31,2023-09-25 23:25:15
733-46-0844,202-20-6343,95,13,5,2023-09-23 15:57:29
085-92-4383,052-05-2568,-91,25,80,2023-09-27 06:40:11
105-08-6015,783-12-7309,36,4,17,2023-09-26 22:06:23
509-25-8257,209-84-9728,64,2,29,2023-09-26 04:10:38
753-80-1641,445-12-8745,39,4,26,2023-09-27 04:26:23
571-22-3816,859-68-7850,65,48,41,2023-09-27 14:12:40
,805-21-3464,78,7,0,2023-10-01 09:07:18
418-17-8476,115-35-4487,94,38,12,2023-09-29 21:33:11
186-60-9780,244-92-4083,16,17,51,2023-09-30 23:18:53
169-08-5104,194-55-6342,88,17,90,2023-09-23 17:33:06
248-37-7259,069-77-6700,36,28,34,2023-09-28 11:43:53
129-68-3253,487-16-6359,65,34,26,2023-10-01 19:21:08
480-06-1244,787-15-3424,11,5,54,2023-09-24 13:36:09
460-03-4060,089-06-5407,51,17,65,2023-09-30 05:11:33
424-52-8163,252-64-9737,3,43,65,2023-09-28 17:08:25
571-87-3928,602-93-5881,-5,28,65,2023-09-24 06:33:42
673-63-4505,806-07-9126,59,1,49,2023-09-27 09:22:28
219-32-2439,295-12-0564,97,26,45,2023-09-30 23:28:09
270-82-1015,202-73-2550,56,7,97,2023-10-02 23:28:25
671-03-1508,193-34-5651,69,38,30,2023-09-25 01:03:12
667-07-3175,878-80-4470,-86,30,59,2023-10-01 20:56:34
567-81-6572,512-14-6142,60,57,43,2023-09-29 09:35:12
583-44-0110,162-89-1255,33,36,76,2023-10-01 21:19:35
508-41-3144,651-32-2212,33,1,62,2023-10-01 08:34:21
473-92-3300,148-10-5656,59,17,12,2023-09-24 13:43:10
175-80-1797,443-61-5357,78,1,44,2023-09-23 12:11:06
369-58-6759,717-30-5322,86,14,30,2023-09-28 23:52:22
446-58-7780,602-15-3214,36,43,71,2023-10-02 19:33:57
,007-23-4537,59,28,4,2023-09-25 03:39:22
314-93-3473,423-06-5795,83,45,47,2023-09-25 10:12:48
164-18-1890,173-77-3448,26,11,68,2023-09-30 19:11:53
248-66-4989,030-47-0002,94,16,18,2023-09-30 01:39:12
779-98-4144,689-30-5232,53,49,48,2023-09-27 13:05:12
329-58-3527,014-39-3021,86,8,98,2023-09-26 00:45:03
243-33-8419,431-71-2579,28,53,63,2023-09-28 09:38:32
672-25-8639,211-55-2893,-95,97,98,2023-09-27 09:50:17
411-37-2184,091-71-3975,-71,31,62,2023-09-27 18:29:50
353-15-0148,888-51-9042,12,85,96,2023-10-03 04:15:59
144-03-9467,720-14-5416,75,38,88,2023-09-24 02:18:30
094-01-2815,706-21-2035,23,3,10,2023-10-02 17:44:44
516-71-8789,182-74-3837,87,18,47,2023-09-26 23:44:11
668-36-6172,096-26-2284,49,6,42,2023-09-30 00:55:12
574-01-3389,117-89-7338,58,62,1,2023-09-24 21:15:33
847-88-7836,835-33-3336,97,14,45,2023-09-29 14:36:14
845-96-4889,544-43-2973,2,44,82,2023-09-29 03:05:35
130-80-7885,248-16-6877,68,47,93,2023-09-26 05:33:05
778-13-3266,047-71-2305,-97,9,53,2023-09-28 22:35:04
098-83-2018,711-10-9140,69,29,96,2023-09-25 17:15:32
771-85-9779,062-68-6719,65,49,33,2023-09-25 15:46:21
376-40-0637,593-62-4147,42,35,85,2023-10-01 09:35:36
,560-58-5363,7,4,67,2023-09-26 22:19:26
,464-89-5066,94,46,16,2023-09-30 09:17:27
190-37-5352,189-22-2752,56,45,65,2023-09-30 17:15:27
823-54-1652,180-69-9598,24,44,79,2023-09-26 06:46:09
347-45-2729,797-83-7155,98,32,46,2023-10-01 12:21:43
566-07-5063,140-39-4819,45,15,95,2023-09-23 11:05:19
511-95-7147,540-13-4423,26,42,5,2023-09-27 12:41:02
,251-68-1928,98,22,14,2023-09-28 17:05:10
421-17-1343,534-85-2088,63,14,76,2023-10-03 10:17:42
402-08-1841,310-17-5331,33,34,3,2023-09-30 02:39:54
562-34-6821,358-60-4221,8,11,7,2023-09-27 00:28:40
513-36-7104,417-93-5323,17,45,0,2023-09-29 23:59:40
031-32-1175,691-65-0055,68,6,86,2023-09-29 15:00:04
254-76-7914,459-91-0668,46,2,73,2023-09-30 12:30:30
596-68-9294,712-63-8230,-99,15,84,2023-10-01 10:08:25
492-80-4163,139-75-7286,7,26,20,2023-09-29 15:23:48
314-07-5104,519-31-9989,37,34,41,2023-10-01 12:44:01
061-26-2866,028-43-3330,38,21,26,2023-10-02 18:47:49
520-53-7356,098-52-7587,54,20,99,2023-09-24 01:24:01
880-73-8813,096-48-8235,14,45,28,2023-09-25 01:40:35
637-15-1949,862-97-6195,48,25,85,2023-10-03 06:17:39
,020-48-3383,88,23,11,2023-10-01 01:30:44
859-88-0494,231-21-2891,57,44,68,2023-09-25 00:20:18
649-95-3023,115-35-4423,85,16,27,2023-10-01 01:52:29
526-62-6690,184-79-9970,34,11,4,2023-09-25 16:54:30
663-17-6363,732-56-0629,44,74,42,2023-09-24 00:25:34
792-31-6881,130-18-2355,17,75,35,2023-09-30 03:12:21
793-62-8779,064-30-9971,51,39,22,2023-09-25 06:18:44
285-49-5202,801-97-8934,8,22,46,2023-10-03 00:30:38
311-03-5063,533-13-9037,65,10,13,2023-09-26 16:54:27
389-47-6932,080-72-5200,98,5,37,2023-09-25 20:32:48
379-52-0635,511-73-6353,54,35,2,2023-09-28 14:01:13
313-99-2403,056-87-1481,98,4,33,2023-09-23 19:39:25
370-19-1068,546-50-8354,20,11,1,2023-09-26 08:02:33
045-77-9736,486-28-5316,28,14,61,2023-09-23 14:15:41
464-66-8490,295-14-5344,70,0,31,2023-09-24 00:28:09
085-56-2493,405-51-1111,64,2,72,2023-09-28 17:18:15
164-95-6943,373-46-5837,2,46,32,2023-09-25 18:07:47
768-81-7380,184-67-3588,88,16,71,2023-09-29 14:08:51
186-19-7845,819-27-8292,-21,18,1,2023-09-30 23:53:02
086-47-4528,482-94-1166,-13,32,35,2023-09-28 23:44:40
453-50-6870,584-43-6706,50,21,70,2023-10-01 13:26:51
615-92-2562,017-59-1647,81,44,75,2023-10-02 07:00:43
871-01-9613,217-93-5279,65,28,81,2023-10-02 00:11:19
374-96-2302,794-71-3995,99,36,68,2023-09-30 21:38:02
458-72-5166,713-91-3917,42,2,25,2023-09-30 07:24:26
711-77-9211,012-30-7112,11,24,30,2023-10-01 01:09:19
,693-78-4286,97,26,3,2023-09-27 16:40:47
856-36-0240,139-98-0046,27,25,86,2023-10-02 04:53:37
453-99-0578,010-91-6674,14,63,72,2023-10-01 02:58:24
220-09-6242,861-75-7491,32,20,57,2023-09-26 12:17:32
878-76-4926,045-58-9972,81,18,52,2023-10-03 10:31:33
119-53-4868,589-24-9298,23,84,9,2023-09-28 07:36:10
576-76-7315,634-33-4944,37,43,42,2023-10-02 12:33:51
144-51-9841,143-39-6098,62,36,63,2023-09-28 22:46:58
803-92-7434,078-11-8445,30,18,24,2023-09-24 23:17:44
218-27-8708,492-57-6389,78,1,66,2023-09-25 05:03:46
729-29-7732,010-20-5118,8,30,14,2023-09-27 06:31:11
457-66-4807,262-61-5424,79,3,94,2023-09-28 18:11:25
068-34-5373,079-83-7258,36,28,40,2023-09-24 10:16:13
615-15-3237,880-12-1780,55,19,78,2023-09-26 05:14:25
708-28-0561,605-79-1746,76,15,93,2023-10-02 15:39:26
048-76-6065,042-11-1127,94,39,92,2023-09-29 08:33:46
401-98-4167,293-26-7994,84,19,20,2023-10-01 20:29:27
591-34-8880,657-85-1750,19,12,94,2023-09-29 18:47:23
547-50-2420,508-79-3623,25,22,93,2023-09-28 08:07:07
473-51-1312,436-38-5773,80,83,75,2023-09-24 14:03:19
756-68-3039,101-33-1368,-3,68,35,2023-09-25 06:47:38
863-99-7192,748-13-1991,55,27,50,2023-10-01 07:47:48
480-10-9217,179-30-6955,-67,11,74,2023-09-29 18:54:29
215-01-0525,540-66-2254,1,42,75,2023-09-24 00:31:15
374-46-9059,122-47-9696,89,41,97,2023-10-01 01:44:02
611-51-6385,221-25-3125,24,17,77,2023-09-28 23:52:22
233-15-3890,317-32-2259,32,21,23,2023-09-24 22:14:42
887-94-5470,357-02-2887,60,49,17,2023-09-30 06:08:41
693-27-1032,684-16-2036,75,19,79,2023-09-28 18:45:52
406-93-8985,046-54-7910,72,29,2,2023-09-25 00:30:53
483-21-8091,049-65-5073,69,23,9,2023-09-25 12:58:40
246-04-2672,203-55-7559,11,36,21,2023-10-02 18:06:34
008-95-4318,563-67-6775,75,8,7,2023-10-03 09:00:37
336-84-7881,114-36-4187,90,2,87,2023-09-24 22:09:57
487-58-1292,736-75-7336,54,39,85,2023-10-02 05:42:37
,805-86-4776,61,20,97,2023-09-29 15:10:34
655-34-9829,405-74-7349,99,33,61,2023-10-03 07:48:49
321-78-5365,779-95-1771,42,16,52,2023-09-27 17:19:57
809-59-2404,800-46-1792,81,43,16,2023-09-28 19:22:47
689-17-6574,228-42-8448,51,21,28,2023-09-26 06:36:08
357-33-2380,245-99-2290,34,40,90,2023-09-28 17:10:33
069-99-6065,047-87-3917,4,1,4,2023-09-28 06:39:58
424-72-5240,327-61-7115,91,9,5,2023-10-02 16:59:23
709-14-7812,889-88-8513,52,16,27,2023-09-30 18:44:09
345-34-2476,562-68-0171,75,29,98,2023-09-30 08:01:57
339-64-2978,257-52-5803,44,7,41,2023-09-29 20:49:36
817-27-6164,797-67-9308,-80,19,64,2023-09-30 13:43:06
386-68-7682,690-90-3669,69,35,40,2023-09-27 21:04:52
345-25-4632,857-82-3033,84,74,86,2023-09-23 20:46:16
361-88-2481,153-20-3612,37,97,26,2023-10-01 14:03:29
702-27-0844,550-74-8749,31,13,55,2023-09-26 17:23:38
,196-01-0844,79,35,42,2023-09-24 15:54:57
204-35-8745,127-07-5768,77,42,17,2023-09-23 20:00:49
010-61-7147,025-83-3761,12,4,11,2023-10-01 16:34:08
772-46-3719,746-03-0542,32,20,88,2023-10-01 23:16:27
158-72-0994,568-77-8390,41,31,13,2023-09-29 00:03:45
001-45-1292,043-81-2137,60,81,25,2023-09-24 08:19:58
575-32-7367,038-17-7366,88,37,34,2023-09-26 04:31:08
270-09-1292,456-35-2794,98,35,51,2023-09-30 01:23:33
651-24-1198,145-20-6805,-39,26,53,2023-09-26 18:06:15
282-46-5256,266-44-3914,11,2,61,2023-09-30 01:31:34
157-52-5357,772-40-4985,53,36,67,2023-09-25 14:59:01
336-40-5610,550-76-7187,9,24,99,2023-09-27 04:27:35
093-83-1378,244-85-4344,46,42,6,2023-09-30 10:36:21
570-40-8587,125-70-2688,-30,13,3,2023-09-30 08:46:26
585-35-1704,573-61-7807,47,17,55,2023-09-24 17:37:00
860-14-2588,643-27-6572,37,49,84,2023-10-03 10:32:12
701-42-5862,275-27-1208,86,4,31,2023-10-02 12:34:21
793-31-7006,114-99-6118,7,83,47,2023-10-02 08:13:35
498-39-2296,130-41-7321,63,21,67,2023-09-25 15:57:56
782-40-1643,337-67-3324,6,86,53,2023-09-25 11:05:46
154-04-9523,328-84-8461,98,36,42,2023-09-30 05:18:02
707-14-5491,454-59-9532,88,37,9,2023-09-24 10:56:11
186-51-6723,242-05-0981,34,34,73,2023-09-27 11:32:10
629-42-1098,215-60-5252,71,18,14,2023-10-01 07:31:34
,294-96-1637,21,27,13,2023-09-25 21:10:43
144-74-5658,150-60-6892,68,3,77,2023-09-28 00:28:19
729-74-4908,807-58-1632,39,28,72,2023-09-27 12:44:04
,105-69-3819,17,35,17,2023-09-25 09:05:52
090-85-9768,470-47-8828,8,17,98,2023-09-27 17:54:11
072-95-1351,594-04-3718,95,3,96,2023-09-27 23:58:26
344-09-7223,099-10-1328,60,0,7,2023-09-25 02:06:35
652-63-5533,530-74-2025,89,51,64,2023-09-23 23:15:33
463-65-8162,447-17-3210,85,41,58,2023-09-27 10:54:14
897-23-2336,285-57-6165,10,39,59,2023-10-02 20:34:29
150-15-2899,550-78-9593,73,7,48,2023-09-29 07:31:20
158-19-2781,529-31-8802,73,54,84,2023-10-01 02:08:57
439-63-8252,759-22-1614,92,47,44,2023-09-23 21:42:12
530-65-1282,718-01-5828,57,0,66,2023-09-29 06:13:39
365-57-7891,519-16-7917,18,39,76,2023-09-25 12:24:42
,615-43-3409,60,11,14,2023-10-01 17:18:13
444-16-2882,476-30-2996,89,43,38,2023-09-26 01:49:02
797-79-1913,645-14-3680,94,10,64,2023-09-26 03:23:43
428-87-1628,556-88-0454,36,42,64,2023-09-23 12:40:55
104-02-9452,430-08-2582,14,49,47,2023-09-24 01:29:50
021-30-8360,348-96-6813,20,21,44,2023-09-29 23:20:57
,650-65-9729,11,42,60,2023-09-23 23:51:23
814-82-2162,745-63-2389,73,35,80,2023-09-29 22:17:56
,070-67-5584,45,38,87,2023-10-02 14:51:31
476-10-2550,137-40-3381,-89,17,59,2023-09-30 01:09:33
471-97-7730,774-02-1337,-88,32,93,2023-10-01 00:02:13
851-16-0447,888-09-6551,41,37,78,2023-09-23 22:11:30
028-06-4334,292-54-5092,80,11,64,2023-10-01 06:41:23
398-17-8097,390-51-8059,65,22,98,2023-09-27 16:56:59
720-10-4101,161-46-6962,91,10,0,2023-09-25 12:29:29
452-09-9339,569-53-6931,30,11,74,2023-09-26 05:09:46
033-87-7220,093-34-1311,19,32,34,2023-09-24 15:37:01
492-38-1325,754-42-9285,-80,37,53,2023-10-03 07:30:17
773-26-9202,281-01-0325,8,37,12,2023-09-23 11:09:05
434-33-3818,002-35-9012,74,31,31,2023-09-23 14:27:26
493-17-6816,409-83-8908,41,22,33,2023-09-25 11:50:03
703-09-4080,086-29-7841,49,28,41,2023-09-25 23:44:08
364-02-9251,699-71-1419,7,18,68,2023-09-28 08:37:43
,780-71-0495,60,56,22,2023-09-28 23:53:33
138-96-9061,490-12-4258,95,35,32,2023-09-29 16:30:54
285-15-1690,010-63-0523,42,7,45,2023-10-02 11:54:32
796-52-6637,609-63-1140,97,10,65,2023-09-23 17:41:35
226-88-9864,264-74-0589,88,45,37,2023-10-01 04:06:52
606-54-0760,417-47-1511,-82,4,98,2023-09-27 22:54:46
812-22-8752,441-76-7248,90,91,41,2023-09-23 12:26:22
568-68-3832,767-88-1576,20,48,7,2023-09-30 05:18:41
266-54-8328,100-05-7997,80,8,48,2023-09-30 00:40:49
,631-96-0687,10,50,63,2023-09-26 16:03:54
380-51-1732,117-16-6067,34,15,40,2023-10-03 07:31:05
175-55-3314,027-10-4330,98,0,16,2023-09-30 23:46:57
275-40-2778,182-55-2272,28,6,77,2023-09-25 00:26:30
651-99-1931,614-96-1745,14,19,99,2023-09-29 01:00:09
360-22-9927,362-92-2788,1,36,9,2023-09-26 13:17:04
014-11-7765,193-40-1948,-59,16,62,2023-10-02 11:24:31
581-05-3550,037-09-0041,27,33,75,2023-10-02 22:27:07
,637-03-5513,69,38,63,2023-09-26 14:31:08
,461-87-4801,-92,2,0,2023-10-03 02:18:38
714-11-9378,525-06-4240,28,41,36,2023-09-30 08:32:17
650-12-4178,400-78-9982,-44,31,81,2023-09-25 14:47:02
267-79-5939,253-14-3906,29,0,54,2023-09-25 04:04:25
636-15-3465,153-78-3034,47,23,8,2023-09-30 00:28:49
379-65-2960,326-82-6149,-17,48,44,2023-10-02 15:49:56
183-92-6285,710-88-5327,23,72,91,2023-10-01 09:57:41
360-43-5989,890-86-8894,47,37,33,2023-09-24 06:27:12
,211-72-1147,50,7,15,2023-09-27 20:05:24
524-70-2325,436-20-0505,77,48,56,2023-09-28 06:09:30
389-31-9398,431-28-6078,18,6,73,2023-09-24 22:55:39
535-24-4851,052-05-4761,73,27,68,2023-10-01 07:58:14
607-99-7657,007-90-5217,54,68,86,2023-09-25 20:51:24
213-94-2022,017-18-5657,74,42,36,2023-10-01 13:36:48
000-23-6055,770-54-5502,74,37,22,2023-09-28 04:53:34
302-11-4423,404-09-2503,61,12,82,2023-10-02 22:15:46
712-83-8191,422-09-9947,35,33,69,2023-10-02 22:21:11
613-63-2691,543-56-3844,50,41,57,2023-09-24 03:29:43
,042-94-3807,79,3,97,2023-09-25 07:15:03
256-75-2729,625-97-1051,36,3,15,2023-09-30 10:58:31
745-13-1451,221-54-3010,40,76,87,2023-09-24 20:38:18
753-17-1453,763-83-8292,41,29,1,2023-09-29 10:42:58
396-46-5532,117-91-2474,36,39,81,2023-09-23 17:06:03
206-16-0821,398-05-7024,-72,35,67,2023-09-27 17:18:44
239-06-6546,631-49-1967,94,20,73,2023-09-28 06:44:18
366-84-7927,731-97-9044,65,19,13,2023-09-29 18:36:04
340-37-9096,743-32-8936,33,47,73,2023-09-30 04:38:13
405-67-1720,566-14-2795,30,13,97,2023-09-29 22:56:21
027-34-5066,745-99-9921,33,26,14,2023-09-25 10:18:52
174-76-2180,670-54-2455,60,27,20,2023-09-28 10:44:22
405-47-1433,827-45-3799,7,27,7,2023-09-28 10:48:59
851-04-3378,218-74-0875,94,59,11,2023-09-29 13:01:00
527-25-7979,416-05-5118,-62,34,63,2023-10-03 02:06:50
872-31-8893,155-39-8639,-11,13,80,2023-09-27 00:30:48
839-89-3801,011-80-0674,81,21,87,2023-09-23 20:11:16
742-36-8562,244-41-3868,90,6,19,2023-09-25 04:08:03
688-79-5097,402-12-9750,36,44,11,2023-09-29 14:08:48
669-39-5570,597-99-2204,82,24,24,2023-09-30 22:01:41
869-21-6443,613-71-7803,17,40,51,2023-09-30 07:50:08
468-70-3943,312-95-9184,68,86,66,2023-09-26 04:37:32
427-69-6394,866-76-5911,40,42,58,2023-10-02 03:17:54
799-79-5744,822-24-8692,29,30,69,2023-09-29 12:24:54
609-44-5247,168-12-1783,92,1,51,2023-09-30 01:55:51
115-42-7710,173-97-1851,74,16,1,2023-10-01 09:22:43
643-31-6035,448-18-4012,70,3,5,2023-09-27 08:26:06
283-87-7447,372-66-5982,2,20,40,2023-09-29 12:51:04
463-55-0919,055-41-6559,48,27,9,2023-09-23 14:43:51
239-66-3930,671-34-2697,91,3,7,2023-09-25 19:02:00
308-78-2105,246-39-2318,66,95,74,2023-09-26 22:16:18
648-70-8447,259-80-2477,41,29,65,2023-09-27 03:29:05
708-35-3718,839-75-1439,72,23,85,2023-09-26 13:07:51
861-78-2000,275-18-7606,61,44,51,2023-10-02 11:20:36
865-40-0835,561-10-7063,32,26,7,2023-10-01 03:37:02
295-35-8283,622-10-7646,92,20,28,2023-09-25 07:15:08
056-27-4786,662-64-9253,48,29,49,2023-10-01 17:12:37
328-62-1136,467-09-4943,58,26,85,2023-09-29 14:37:43
339-72-7061,204-19-5907,-25,3,99,2023-09-26 10:49:14
519-81-9358,814-76-4713,22,50,54,2023-09-27 11:49:59
,340-62-3769,79,13,40,2023-09-24 05:00:08
806-24-1204,026-57-0845,91,16,21,2023-09-29 05:30:57
680-37-1170,888-33-8889,12,77,98,2023-09-23 19:34:34
802-09-1815,295-12-6289,56,8,67,2023-10-02 21:21:20
203-51-5585,612-40-3408,48,38,22,2023-09-29 13:26:31
541-72-4272,759-07-8377,82,33,61,2023-09-30 03:11:59
409-84-2234,878-79-9154,-55,46,95,2023-09-30 02:39:20
,797-67-9172,75,1,76,2023-09-26 01:27:37
469-52-0689,668-09-9958,30,41,48,2023-09-29 06:40:34
,735-28-9026,48,42,74,2023-09-25 13:21:23
127-11-6908,048-70-5114,56,40,56,2023-09-27 13:54:37
447-88-5114,536-69-4852,44,6,81,2023-09-30 12:25:28
243-69-6805,356-90-3944,5,0,51,2023-10-02 20:24:45
410-76-8535,604-27-8424,0,34,93,2023-10-02 14:25:10
099-73-2164,079-49-8928,81,38,67,2023-10-01 04:05:01
284-80-8809,455-40-4394,-7,77,54,2023-09-29 13:29:08
382-94-1564,251-21-4699,14,18,65,2023-09-23 20:58:41
,025-40-0805,70,36,1,2023-10-01 20:41:40
212-53-6612,051-84-8279,69,30,73,2023-09-29 04:45:41
898-63-1042,785-21-3419,-89,4,21,2023-09-27 03:34:16
193-88-7472,579-87-2847,-3,5,8,2023-10-01 06:35:39
,467-46-7087,30,30,62,2023-09-30 18:11:24
047-98-2498,450-11-7444,37,23,90,2023-09-28 04:14:58
769-85-2677,721-29-6665,15,19,93,2023-09-24 11:02:45
208-54-1226,699-54-9562,38,11,29,2023-10-02 08:06:11
706-75-3527,080-90-3475,75,49,66,2023-09-29 17:09:06
434-08-5667,562-24-3657,36,82,33,2023-10-02 21:59:27
289-80-1767,581-78-1465,17,36,79,2023-10-01 12:32:06
375-35-8330,102-50-5495,98,28,13,2023-10-02 05:08:16
852-32-9143,376-91-8726,45,10,78,2023-09-24 15:03:36
101-93-2460,542-20-1548,43,16,98,2023-10-02 14:09:05
536-63-8637,810-04-8255,76,11,47,2023-09-25 04:23:37
473-86-9513,390-77-6049,62,29,8,2023-09-27 12:12:54
215-36-7768,753-59-4780,83,25,32,2023-09-24 02:58:09
379-16-9808,227-16-3894,83,30,19,2023-09-29 23:50:22
665-06-8123,780-08-4161,22,22,95,2023-09-29 17:05:38
879-35-1463,159-94-1903,54,35,92,2023-09-28 11:01:24
088-05-9047,875-91-2793,26,4,38,2023-09-29 13:35:36
653-41-0218,373-62-4309,-95,26,29,2023-09-28 17:04:00
389-77-0073,744-57-3006,73,16,13,2023-10-03 01:01:46
154-68-6323,250-70-9170,92,27,22,2023-09-24 07:08:06
061-17-4836,727-59-5492,66,30,91,2023-09-29 11:19:45
304-90-3918,507-58-1783,55,48,22,2023-09-27 02:57:18
,365-98-7858,-8,79,11,2023-09-27 00:39:14
888-56-8546,675-49-1342,77,14,42,2023-10-03 06:31:03
175-93-9551,367-80-1307,60,55,0,2023-10-01 01:49:10
571-16-0012,471-47-6277,69,46,97,2023-09-26 05:30:03
018-14-6160,291-63-8670,39,15,80,2023-09-26 20:43:06
783-19-4885,896-06-2540,2,51,30,2023-10-01 08:44:25
828-57-1622,680-29-8131,51,28,95,2023-09-23 20:13:37
788-18-2560,762-34-2014,83,9,19,2023-10-02 05:28:53
820-52-7314,436-23-8042,86,33,67,2023-09-25 19:46:49
663-09-1764,723-62-7977,64,49,90,2023-09-27 10:47:52
316-28-7715,085-70-7898,20,31,92,2023-09-24 07:48:44
122-45-2671,305-70-8201,94,15,30,2023-09-25 14:55:59
285-99-9761,146-03-4957,50,48,46,2023-09-27 02:12:31
857-49-3061,585-69-8370,97,63,4,2023-09-28 17:16:28
001-57-8686,088-74-5915,-73,43,79,2023-09-23 19:16:11
141-97-3883,227-16-5000,91,75,60,2023-09-24 16:23:43
031-65-4653,621-93-6311,57,13,7,2023-09-30 14:59:12
839-80-3065,071-99-8536,69,39,92,2023-09-26 17:50:39
661-10-3146,246-46-7886,7,16,10,2023-09-28 21:09:04
023-71-8884,743-27-8460,85,44,92,2023-09-30 22:27:02
535-69-0602,562-56-8325,61,11,74,2023-10-03 07:44:19
410-87-1431,506-52-7005,6,66,11,2023-10-01 21:27:35
487-01-7044,725-98-6152,36,36,74,2023-10-02 12:11:03
022-85-1891,434-09-1924,76,40,62,2023-09-26 01:52:56
,275-21-7095,98,5,31,2023-10-02 05:09:05
133-62-5253,172-79-5391,-21,43,23,2023-09-30 18:01:39
537-86-5470,708-67-0554,15,41,45,2023-09-28 11:33:52
551-22-9594,727-35-5576,78,13,61,2023-09-30 01:29:59
,307-22-2895,46,12,78,2023-09-30 02:25:25
211-92-8608,830-01-4343,48,17,27,2023-09-23 22:51:33
,178-39-4784,99,17,88,2023-09-29 19:40:39
328-66-1293,466-69-2194,10,38,47,2023-09-27 22:57:07
839-92-0929,219-96-1830,83,42,5,2023-09-24 13:20:10
349-91-9874,781-29-6274,26,26,70,2023-09-28 04:49:40
781-80-6461,422-56-3021,-93,51,45,2023-09-28 19:09:44
241-68-4556,135-85-9677,68,35,29,2023-09-30 13:28:35
424-39-6990,342-28-8479,49,49,83,2023-09-26 09:00:36
036-77-5554,602-66-1234,79,17,7,2023-10-02 00:05:43
388-06-7580,700-69-7076,20,11,12,2023-09-29 16:46:00
766-08-6953,537-98-2416,76,8,95,2023-09-24 04:45:40
820-41-1698,235-15-4594,-1,46,77,2023-09-28 02:55:54
518-13-5748,461-51-0245,2,31,12,2023-09-26 13:34:27
180-04-2933,544-53-0769,27,8,65,2023-09-25 22:25:35
396-36-6589,679-96-5715,43,34,29,2023-10-02 09:45:18
401-98-7768,680-73-8613,52,11,8,2023-10-03 04:43:21
791-19-4482,724-86-0827,29,24,79,2023-09-24 02:16:04
025-66-0439,072-34-3111,50,13,83,2023-10-02 02:06:21
022-38-4256,465-79-4765,-72,8,97,2023-10-03 09:09:18
049-76-2018,798-17-9850,54,38,28,2023-09-30 07:45:04
865-68-8784,879-17-6131,37,9,35,2023-09-25 10:25:16
417-08-7088,694-84-4578,66,45,76,2023-10-02 18:54:51
213-07-0347,400-76-6683,17,28,75,2023-10-01 14:42:21
742-97-2938,783-59-5772,40,33,12,2023-10-02 21:47:16
847-35-5679,688-70-8306,32,44,86,2023-09-29 05:51:02
331-57-1081,060-57-8083,97,10,94,2023-09-24 05:31:09
,488-22-7362,37,47,66,2023-09-27 13:47:54
825-43-8432,467-90-2362,-4,15,35,2023-10-01 04:27:10
,017-66-3790,90,2,20,2023-09-28 04:49:18
371-77-8419,194-96-9906,51,40,31,2023-09-30 10:42:54
623-82-9998,797-21-7840,49,33,14,2023-09-25 00:17:12
155-96-7835,846-94-9536,72,23,68,2023-09-24 10:24:04
890-73-2256,213-98-9106,81,14,75,2023-09-27 16:00:10
476-98-9735,103-38-2329,97,1,39,2023-09-27 13:10:25
527-54-1222,156-70-7094,87,31,4,2023-09-23 11:11:28
825-84-3751,091-26-1933,71,40,32,2023-09-30 09:09:53
617-32-8291,355-11-3889,41,14,0,2023-10-02 14:41:53
341-66-2530,285-37-2749,-38,7,68,2023-10-01 03:30:38
253-88-2561,562-32-1632,86,37,91,2023-09-29 22:33:20
508-43-9245,423-10-1160,17,15,18,2023-09-27 18:11:09
830-77-7538,377-70-3084,5,14,51,2023-09-24 06:51:12
317-33-8607,662-18-3778,69,21,76,2023-09-24 13:10:15
445-49-5126,270-67-6766,4,1,96,2023-10-01 12:08:17
620-75-5715,316-24-1238,-10,34,52,2023-09-23 11:21:57
447-12-6408,026-91-1521,81,7,14,2023-09-30 23:28:42
439-69-1536,037-35-2349,9,16,12,2023-09-23 14:41:07
160-47-5482,226-11-1558,-67,0,17,2023-09-24 01:12:50
599-68-1896,213-94-3799,91,22,98,2023-09-28 09:03:52
044-91-4142,682-33-3774,66,5,81,2023-09-28 06:19:09
818-25-7068,497-62-9597,8,7,5,2023-09-28 20:59:09
765-94-6461,070-34-3487,17,2,88,2023-09-29 15:10:39
,278-06-4071,2,28,33,2023-09-28 23:34:42
404-41-5756,734-26-4386,26,2,26,2023-09-26 15:26:02
582-82-2887,878-46-2311,0,12,81,2023-09-24 03:47:57
,808-81-0072,57,13,31,2023-09-30 00:11:28
,602-94-3976,94,75,84,2023-09-25 15:13:21
,580-96-9206,38,22,64,2023-09-24 06:20:46
621-87-1453,085-73-1839,46,44,25,2023-09-25 15:05:28
459-56-9845,047-55-4675,41,14,56,2023-09-26 10:04:24
446-22-2291,235-86-1268,36,34,61,2023-10-02 05:00:30
188-81-2644,407-51-6761,55,49,78,2023-09-28 16:25:00
292-22-7860,194-10-9836,4,31,28,2023-09-28 10:45:18
344-36-4336,664-07-3216,62,11,53,2023-09-28 04:00:38
,604-81-9773,9,73,71,2023-10-01 08:40:30
717-74-0329,450-75-4429,59,2,59,2023-09-30 16:46:41
408-25-2687,432-94-8505,99,20,53,2023-09-30 07:29:52
118-30-9633,147-15-4926,88,26,12,2023-09-27 04:31:40
